number;title;timestamp
23246; Violent tree shaking startles horses and riders on a ranch near Goldthwaite2007-11-17T12:00:00Z;2007-11-17T12:00:00Z
23247; Woman remembers encountering a strange animal while driving outside Mexico Beach1985-05-15T12:00:00Z;1985-05-15T12:00:00Z
23259; Family hears ear piercing sream outside their cabin north of Westlock2001-08-30T12:00:00Z;2001-08-30T12:00:00Z
23264; Husband and wife looking at fall colors have daytime sighting in Spanish Fork Canyon area2005-09-14T12:00:00Z;2005-09-14T12:00:00Z
23291; Possible sighting at the base of Mount Timpanogos (west side of the mountain)1998-01-31T12:00:00Z;1998-01-31T12:00:00Z
23293; Tall creature with red eyes tries to hide from two boys near Chenoa1982-10-15T12:00:00Z;1982-10-15T12:00:00Z
23300; Couple sees bipedal creature jump across a logging road near Naselle1992-12-26T12:00:00Z;1992-12-26T12:00:00Z
23305; Hunter hears loud vocalization and is nearly trampled by a spooked Elk north of Burns2005-11-07T12:00:00Z;2005-11-07T12:00:00Z
23314; Late night roadside sighting by motorist on Hwy. 917 south of Mullins1998-09-01T12:00:00Z;1998-09-01T12:00:00Z
23315; Two turkey hunters near Trout Lake are screamed at by a large black animal2006-04-16T12:00:00Z;2006-04-16T12:00:00Z
23319; Father and son come across two sets of tracks while hunting near Benton.2008-03-26T12:00:00Z;2008-03-26T12:00:00Z
23358; Late night road side sighting near Tonto Creek2006-11-17T12:00:00Z;2006-11-17T12:00:00Z
23367; Hunter has a close but brief encounter in a hazelnut bog near Middle River1978-11-04T12:00:00Z;1978-11-04T12:00:00Z
23395; Deer hunters have close sighting along Dry Fork Creek.2006-10-16T12:00:00Z;2006-10-16T12:00:00Z
23399; Possible night-time visit at campsite near Esto2005-03-13T12:00:00Z;2005-03-13T12:00:00Z
23400; Upright creature crosses road in the path of a car near Newington Forest1973-06-13T12:00:00Z;1973-06-13T12:00:00Z
23411; Multiple sightings in daylight outside Shady Spring2007-09-28T12:00:00Z;2007-09-28T12:00:00Z
23418; Camper has nighttime sighting outside of Bunker Hill1994-07-04T12:00:00Z;1994-07-04T12:00:00Z
23424; Son and father hear possible sasquatch vocalizations in the Emigrant Wilderness2007-08-23T12:00:00Z;2007-08-23T12:00:00Z
23437; Night time sighting by motorist outside the town of Keyser2004-11-25T12:00:00Z;2004-11-25T12:00:00Z
23440; Possible evening vocalizations heard near Snowbowl2007-08-20T12:00:00Z;2007-08-20T12:00:00Z
23448; Possible nighttime encounter by campers at Volga River State Recreation Area2006-10-07T12:00:00Z;2006-10-07T12:00:00Z
23460; Husband and wife hear possible vocalizations on Harstine Island2008-03-12T12:00:00Z;2008-03-12T12:00:00Z
23477; Family of bigfoot seen near I-642008-03-29T12:00:00Z;2008-03-29T12:00:00Z
23481; Juvenile Bigfoot crosses road and clears a fence near Fowlerville1978-07-01T12:00:00Z;1978-07-01T12:00:00Z
23489; Nighttime sighting near Goeldner Woods County Park2007-11-22T12:00:00Z;2007-11-22T12:00:00Z
23490; Boaters have rocks possibly thrown at them north of Thunder Bay2005-08-01T12:00:00Z;2005-08-01T12:00:00Z
23496; Possible daylight encounter by a rural resident south of Sturgeon Bay2003-04-15T12:00:00Z;2003-04-15T12:00:00Z
23498;" Bow hunter describes possible tracks sounds and scat north of Lake Butler""";1986-11-15T12:00:00Z
23521; Parked trucker has frightening early morning encounter off I-90 near Wallace1996-05-30T12:00:00Z;1996-05-30T12:00:00Z
23530; Man recalls childhood incident near Grayling1973-05-01T12:00:00Z;1973-05-01T12:00:00Z
23531;" Woman tells of her husband's close encounter as a young man with """"The Hermit""""  near Huntsville""1961-11-11T12:00:00Z";1961-11-11T12:00:00Z
23537; Possible camp stalking and strange sounds heard near Moore's Hill1982-08-01T12:00:00Z;1982-08-01T12:00:00Z
23558; Friends lost on backroads west of Olympia are stunned by a creature with large green eyes2008-04-05T12:00:00Z;2008-04-05T12:00:00Z
23578; Possible tracks found along the Greenbelt Corridor outside Denton2008-04-08T12:00:00Z;2008-04-08T12:00:00Z
23585;" Mescalero Reservation resident sees silhouetted figure swaying at window large footprints outside house""";2008-03-12T12:00:00Z
23614; Motorist returning from fireworks display gets a good look at a bigfoot near Ashford1987-07-05T12:00:00Z;1987-07-05T12:00:00Z
23628; Possible tracks found in yard north of VIan2008-04-18T12:00:00Z;2008-04-18T12:00:00Z
23645;" Sighting by motorist in the Great Smoky Mountains National Park not far from the park entrance.""";1970-04-01T12:00:00Z
23648; Wood knocking startles target shooter outside of Shady Spring2008-03-18T12:00:00Z;2008-03-18T12:00:00Z
23666; Passenger on the Alcan Highway sees a tall bipedal creature walk across the road2008-04-23T12:00:00Z;2008-04-23T12:00:00Z
23686; Two young men almost run into a large nighttime visitor north of Stockton Lake2005-11-18T12:00:00Z;2005-11-18T12:00:00Z
23691; Man recalls encounter at a cabin on Nelson Lake2008-04-28T12:00:00Z;2008-04-28T12:00:00Z
23696; Huge creature stands in headlights on rural road near Leesburg1993-05-01T12:00:00Z;1993-05-01T12:00:00Z
23701; Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter)2005-07-03T12:00:00Z;2005-07-03T12:00:00Z
23730; Bowhunters get unexpected response near Boston1978-11-15T12:00:00Z;1978-11-15T12:00:00Z
23732; Sundown sighting by motorists near Rhode Island state border2008-05-15T12:00:00Z;2008-05-15T12:00:00Z
23745; Man recounts boyhood sighting at home near Jigger1980-06-15T12:00:00Z;1980-06-15T12:00:00Z
23760; Memory told of possible vocalizations and rocks thrown at Lake Kinkaid.1978-04-02T12:00:00Z;1978-04-02T12:00:00Z
23762; Sasquatch meets car running along US Hwy. 2192007-07-27T12:00:00Z;2007-07-27T12:00:00Z
23768;" Brief blurry video footage of a possible sasquatch at Mono Lake""";2008-07-09T12:00:00Z
23771; Young hunter sees and hears a sasquatch near Applegate.1975-10-25T12:00:00Z;1975-10-25T12:00:00Z
23811;" Campers hear multiple pre-dawn vocalizations in Humboldt Redwoods State Park""";2007-08-11T12:00:00Z
23822; ATV riders descibe dusk encounter in the Monte Cristo Range1999-09-20T12:00:00Z;1999-09-20T12:00:00Z
23823; Man recalls seeing a large creature while driving at night near Fayetteville1987-10-01T12:00:00Z;1987-10-01T12:00:00Z
23836; Several incidents experienced by father and son outside St. Louis1976-10-20T12:00:00Z;1976-10-20T12:00:00Z
23849; Backcountry campers in the Nopiming Provincial Park are approached and hear vocalizations1983-06-04T12:00:00Z;1983-06-04T12:00:00Z
23856; Campers hear and see possible bigfoot pass by tents on Nuclear Lake2007-07-15T12:00:00Z;2007-07-15T12:00:00Z
23882; Woman recounts incident involving her father near town of Doyline on Lake Bistinue1976-07-14T12:00:00Z;1976-07-14T12:00:00Z
23908; Camper describes possible stalking at a camp near Scare Canyon2006-09-07T12:00:00Z;2006-09-07T12:00:00Z
23911; Nighttime sighting by motorists north of Canton2007-10-15T12:00:00Z;2007-10-15T12:00:00Z
23916; Family records possible vocalizations in daylight near Mt. Zion Cemetery2008-05-31T12:00:00Z;2008-05-31T12:00:00Z
23929; Dusk sighting by two women near Three Lakes (w/sketch by artist)1970-09-01T12:00:00Z;1970-09-01T12:00:00Z
23949; Turkey hunter has early morning sighting near Rozetta2008-05-03T12:00:00Z;2008-05-03T12:00:00Z
23956; Man recounts boyhood sighting at Fairfield Summer Camp near Ligonier1967-09-14T12:00:00Z;1967-09-14T12:00:00Z
23974; Camping couple report possible vocalizations outside Long Barn around 62006-10-21T12:00:00Z;2006-10-21T12:00:00Z
23978; Possible encounters near the Upper Chattahoochee River Recreation Area1990-10-20T12:00:00Z;1990-10-20T12:00:00Z
23980; Woman recounts possible night time encounter near Mogadore2008-06-11T12:00:00Z;2008-06-11T12:00:00Z
24024; High School friends camping at Rainbow Falls State Park hear vocalizations near Chehalis2004-06-12T12:00:00Z;2004-06-12T12:00:00Z
24032; Multiple witness motorist sighting in daylight at the edge of the Alafia River1978-01-01T12:00:00Z;1978-01-01T12:00:00Z
24033; Woman describes foul odor and possible vocalizatons near home outside Charlevoix2008-06-15T12:00:00Z;2008-06-15T12:00:00Z
24039; Campers describe possible vocalizations and a possible track in Chilliwack Lake Provincial Park (w/photo)2008-06-19T12:00:00Z;2008-06-19T12:00:00Z
24052; Man recounts boyhood experience of hearing a terrifying scream while hunting near the San Pedro River1972-01-01T12:00:00Z;1972-01-01T12:00:00Z
24056; Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert2008-05-28T12:00:00Z;2008-05-28T12:00:00Z
24061; Family gathering interrupted by 8-foot tall visitor at the kitchen window1979-08-10T12:00:00Z;1979-08-10T12:00:00Z
24068; Possible vocalization frightens fisherman from campsite along Conejos River2008-06-21T12:00:00Z;2008-06-21T12:00:00Z
24078; Teens stumble upon creature in Jennings Forest2008-02-15T12:00:00Z;2008-02-15T12:00:00Z
24089; Witness hears loud screams and foot steps while camping near Laporte2008-06-21T12:00:00Z;2008-06-21T12:00:00Z
24125;" Man observes a large hair-covered biped outside his garage south of Nashville""";2008-07-02T12:00:00Z
24127; Partridge hunter has a daylight sighting while driving from Germfask2002-09-15T12:00:00Z;2002-09-15T12:00:00Z
24129; Two very tall hairy creatures seen running down the road at night near Indianola2008-07-01T12:00:00Z;2008-07-01T12:00:00Z
24131; Large bipedal animal strolls past home near the Daniel Boone National Forest2006-12-22T12:00:00Z;2006-12-22T12:00:00Z
24134; Homeowner hears possible howls east of Winter Springs2008-06-30T12:00:00Z;2008-06-30T12:00:00Z
24137; Young couple encounter something large on Lake Hemet2008-07-17T12:00:00Z;2008-07-17T12:00:00Z
24141; Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park2003-05-15T12:00:00Z;2003-05-15T12:00:00Z
24146; Man Has Face to Face Encounter Outside of Willits2008-07-08T12:00:00Z;2008-07-08T12:00:00Z
24147; Creature seen at a flooded rock quarry near Hampton1969-09-01T12:00:00Z;1969-09-01T12:00:00Z
24194; Hiker describes possible near encounter on the Colorado Trail near Mt. Massive2001-09-04T12:00:00Z;2001-09-04T12:00:00Z
24216; Possible vocalizations heard near a fish hatchery on the Humptulips River2008-07-05T12:00:00Z;2008-07-05T12:00:00Z
24224; Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest1981-08-01T12:00:00Z;1981-08-01T12:00:00Z
24229; Deer hunter experiences possible vocalizations and tree shaking near Mooresburg2006-10-07T12:00:00Z;2006-10-07T12:00:00Z
24235; Man recounts watching a sasquatch cross road near Cross Anchor1991-12-06T12:00:00Z;1991-12-06T12:00:00Z
24238; Man recalls multi-witness sighting in teen years near Manistique1962-04-01T12:00:00Z;1962-04-01T12:00:00Z
24241; Family has a strange and terrifying encounter while fishing in the Everglades National Park1975-06-18T12:00:00Z;1975-06-18T12:00:00Z
24254; Woman remembers she and a male friend watching an upright creature walking on the edge of moonlit Lake Hamilton1992-06-14T12:00:00Z;1992-06-14T12:00:00Z
24264; Possible howls heard in the Three Top Mountain area2008-07-21T12:00:00Z;2008-07-21T12:00:00Z
24265; BFRO Investigator obtains first thermal footage (very brief) outside Phillips2008-07-12T12:00:00Z;2008-07-12T12:00:00Z
24276; Possible sighting of an upright creature crossing the road at dusk by a woman driving to Spring Lake2008-07-26T12:00:00Z;2008-07-26T12:00:00Z
24277; Campers hear strange vocalizations for over an hour while camping outside Dorrington2008-08-05T12:00:00Z;2008-08-05T12:00:00Z
24301;" Man remembers hearing strange vocalizations and seeing a hairy upright figure while hunting in Sweden Valley""";1987-11-28T12:00:00Z
24302; Man recounts a history of possible activity in the Sierra Anchas1981-10-15T12:00:00Z;1981-10-15T12:00:00Z
24310; Camper diverts tall creature approaching him near Puyallup1983-08-06T12:00:00Z;1983-08-06T12:00:00Z
24325; Four foot high fence barely slows 8-ft creature north of Fries2007-09-29T12:00:00Z;2007-09-29T12:00:00Z
24328; Possible vocalizations heard at a campground near Seaside2008-08-01T12:00:00Z;2008-08-01T12:00:00Z
24354; Hunter has sighting from his deer stand near Detroit2007-11-16T12:00:00Z;2007-11-16T12:00:00Z
24356; Two fishermen hear possible vocalizations then find footprints west of Warren2005-03-01T12:00:00Z;2005-03-01T12:00:00Z
24371; Young male hiker experiences strange events and finds possible tracks at a campground in the Blue Mountains2009-02-11T12:00:00Z;2009-02-11T12:00:00Z
24373; Hunter scouting for elk hears stick breaks & a loud scream-howl close to his tent near Randle2008-08-06T12:00:00Z;2008-08-06T12:00:00Z
24377; Rural resident hears prolonged vocals near Lumby2008-08-08T12:00:00Z;2008-08-08T12:00:00Z
24379; Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cellphone photos)2008-07-14T12:00:00Z;2008-07-14T12:00:00Z
24393;" Man remembers a late night """"camp-circling"""" along with several other young Marines outside of Albany""1977-07-30T12:00:00Z";1977-07-30T12:00:00Z
24399; Elk hunter watches large and small upright animals cross beneath power lines.1982-10-20T12:00:00Z;1982-10-20T12:00:00Z
24404; Woman recalls a very close encounter as a child on a farm near the Mark Twain National Forest1967-07-30T12:00:00Z;1967-07-30T12:00:00Z
24405; Man tells of his scary encounter while traveling Route 66 in a snow storm1973-12-20T12:00:00Z;1973-12-20T12:00:00Z
24413; Woman recounts a tale her Grandfather told her about a frightening incident near Horseshoe Lake1925-10-14T12:00:00Z;1925-10-14T12:00:00Z
24419; Former park employee describes an encounter in Ruskin Cave Park1987-07-10T12:00:00Z;1987-07-10T12:00:00Z
24421; Woman remembers daylight sighting while walking in the Slate Creek area1969-08-01T12:00:00Z;1969-08-01T12:00:00Z
24426; Local people record strange primate vocalizations in remote woods north of Nimrod (w/ recordings)2008-08-11T12:00:00Z;2008-08-11T12:00:00Z
24435; Man sees silhouette of an 8'-9' tall creature looking back at him from a cornfield near Canton1976-08-10T12:00:00Z;1976-08-10T12:00:00Z
24441; Man recounts his possible daytime sighting while bowhunting near Crestview1993-10-15T12:00:00Z;1993-10-15T12:00:00Z
24442; Woman remembers witnessing a tall hairy figure in the Pocono Mountains2008-08-15T12:00:00Z;2008-08-15T12:00:00Z
24451; Two friends have a possible nighttime sighting on a rural road outside Madison2008-08-31T12:00:00Z;2008-08-31T12:00:00Z
24456; Native American experiences a close encounter from her backyard outside the San Bernadino National Forest2008-08-21T12:00:00Z;2008-08-21T12:00:00Z
24494; Possible nighttime encounter while raccoon hunting outside Valley Head2008-08-02T12:00:00Z;2008-08-02T12:00:00Z
24508; Possible early evening sighting near Lake Namekagon2008-08-18T12:00:00Z;2008-08-18T12:00:00Z
24529; Tall hairy figure leans out from behind a tree to observe woman outside San Antonio2008-09-15T12:00:00Z;2008-09-15T12:00:00Z
24530; Possible protest attack on an elk hunter's camper (vehicle) in Fishlake National Forest1988-09-04T12:00:00Z;1988-09-04T12:00:00Z
24539; Two cousins have a sighting in a thunderstorm on a family farm outside Palestine1981-04-30T12:00:00Z;1981-04-30T12:00:00Z
24544; Motorist has a nighttime sighting near Karnak.1999-10-02T12:00:00Z;1999-10-02T12:00:00Z
24547; Witness describes childhood experiences as well as some recent Class B incidents near Ethridge1955-01-01T12:00:00Z;1955-01-01T12:00:00Z
24562; Man remembers running home when he and his friend spot a tall hairy creature near Woodinville1974-10-16T12:00:00Z;1974-10-16T12:00:00Z
24564; Woman recalls multiple witness daylight sighting on Shawnigan Lake2008-10-02T12:00:00Z;2008-10-02T12:00:00Z
24568; Multiple witness sighting at Rattlesnake Lake2000-08-14T12:00:00Z;2000-08-14T12:00:00Z
24569; A couple remembers their daylight sighting while driving thru the Shenandoah National Park many years ago1970-09-16T12:00:00Z;1970-09-16T12:00:00Z
24574; Man remembers seeing an animal move through a ravine near Yosemite1993-08-13T12:00:00Z;1993-08-13T12:00:00Z
24602; Bow-hunters near Huntington Canyon hear yelling creature approach their camp from a distance at night1996-08-22T12:00:00Z;1996-08-22T12:00:00Z
24612; Couple camping NW of Mt. Rainier hear loud vocals and footsteps2008-08-24T12:00:00Z;2008-08-24T12:00:00Z
24619; Teen hears possible knocks and vocalizations in woods across from his house outside Middleburg2008-09-04T12:00:00Z;2008-09-04T12:00:00Z
24620; Man recalls family experiencing possible intimidation near Ann Arbor1974-07-30T12:00:00Z;1974-07-30T12:00:00Z
24631; Motorists see an ape run across Hwy 26 near dusk outside of Rhododendron2008-08-25T12:00:00Z;2008-08-25T12:00:00Z
24643; Manlike form seen crossing road at night in a thunderstorm near McKague1995-07-01T12:00:00Z;1995-07-01T12:00:00Z
24646; Early morning sighting by a fisherman south of Montgomery2001-04-13T12:00:00Z;2001-04-13T12:00:00Z
24648;" Man retells his close visual encounter at dawn on Pine Mountain as a young deer hunter""";2008-09-14T12:00:00Z
24656; Daylight sighting from Hwy. 41 in the Big Cypress National Preserve2008-09-01T12:00:00Z;2008-09-01T12:00:00Z
24667; Family vacationing in Pigeon Forge has two sightings on two consecutive nights driving down a mountain road2008-08-30T12:00:00Z;2008-08-30T12:00:00Z
24674; BFRO Investigator videotapes encounter in Daniel Boone National Forest2008-06-14T12:00:00Z;2008-06-14T12:00:00Z
24682; Hikers hear possible vocalizations throughout the night near Cedar Lake2008-08-31T12:00:00Z;2008-08-31T12:00:00Z
24693;" Rock banging footprints and strange stripped tree on high mountain ranch near Sandpoint""";2008-08-19T12:00:00Z
24695; Disoriented coon hunter is followed out of the woods and experiences possible intimidation near Buckley2008-09-25T12:00:00Z;2008-09-25T12:00:00Z
24714; Two hunters hear vocalizations they cannot identify near Randle1998-11-21T12:00:00Z;1998-11-21T12:00:00Z
24731; Brief sighting by motorist on Rt. 80 just west of the town of Clearfield2008-09-13T12:00:00Z;2008-09-13T12:00:00Z
24732; Hunters have camper shaken and hear whoops on the North Kiabab2008-09-24T12:00:00Z;2008-09-24T12:00:00Z
24733; Daytime sighting behind a cabin near Westport2008-08-15T12:00:00Z;2008-08-15T12:00:00Z
24738; Man recalls incident years before among homes near Brick2009-01-25T12:00:00Z;2009-01-25T12:00:00Z
24743; Camper has a possible close encounter west of Mono Lake2008-09-23T12:00:00Z;2008-09-23T12:00:00Z
24751;" Young man on camping trip with his family sees a sasquatch near Naselle""";2008-04-12T12:00:00Z
24755; Truck Driver recalls daylight sighting east of North Bend1990-12-03T12:00:00Z;1990-12-03T12:00:00Z
24767; Motorist recalls possible early morning sighting north of Mt. Vernon1991-11-15T12:00:00Z;1991-11-15T12:00:00Z
24776;" Near Bendon woman and daughter recall their daylight sighting from automobile""";1985-05-15T12:00:00Z
24794; Man tells of a possible nighttime encounter while burning garbage near Long Prairie1989-04-22T12:00:00Z;1989-04-22T12:00:00Z
24795; Campers hear lengthy call and response sequence between creatures in the Giant Sequoia National Monument2008-08-11T12:00:00Z;2008-08-11T12:00:00Z
24799; Hunter hears loud uknown vocalizations near Greenvale2008-10-27T12:00:00Z;2008-10-27T12:00:00Z
24800; Woman remembers a shaggy white-haired creature watching her while she walked her dog outside Richwood1994-07-15T12:00:00Z;1994-07-15T12:00:00Z
24806; Motorists recount incident on the side of a highway near the BC-Alberta border1978-08-15T12:00:00Z;1978-08-15T12:00:00Z
24815; Man recalls his observation of a creature crossing a road while hunting in the Morgan-Monroe State Forest1988-11-30T12:00:00Z;1988-11-30T12:00:00Z
24818; Long howls heard just outside Prescott2008-09-24T12:00:00Z;2008-09-24T12:00:00Z
24826; Couple meets sasquatch and finds nest in cave.1996-01-15T12:00:00Z;1996-01-15T12:00:00Z
24835; Man hears possible vocalizations close to his home near Eatonville2008-09-29T12:00:00Z;2008-09-29T12:00:00Z
24854; Dusk sighting by two teenagers participating in the Youth Deer Hunt near Wolverine2008-10-16T12:00:00Z;2008-10-16T12:00:00Z
24862; Experienced bow hunter recalls being scared by an unknown scream/howl near Austin1992-10-20T12:00:00Z;1992-10-20T12:00:00Z
24868;  Hunter tells of his daylight encounter while baiting bear outside Lewiston2008-10-12T12:00:00Z;2008-10-12T12:00:00Z
24876; Man camping alone hears possible wood knock and vocalization near Greenwater2008-09-14T12:00:00Z;2008-09-14T12:00:00Z
24877; Deer hunter comes across possible sasquatch tracks (w/ cell phone photo of one track)2008-10-17T12:00:00Z;2008-10-17T12:00:00Z
24879; Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell2005-08-25T12:00:00Z;2005-08-25T12:00:00Z
24881; Strange vocalizations heard in the Markdale area1996-08-01T12:00:00Z;1996-08-01T12:00:00Z
24882; Four campers have nighttime visitation and then a visual observation of a sasquatch near Estacada2008-08-10T12:00:00Z;2008-08-10T12:00:00Z
24886; Former US marine and friends describe possible intimidation behavior while camping on Mt. Graham2008-09-13T12:00:00Z;2008-09-13T12:00:00Z
24892; Father and son hear strange sounds while camping near Oregon Caves2009-03-02T12:00:00Z;2009-03-02T12:00:00Z
24893; Possible sightings and strange incidents experienced by family at their rural home east of Gainesville2008-10-10T12:00:00Z;2008-10-10T12:00:00Z
24905; Man recalls a late night encounter while parking in a remote area north of Splendora1980-04-19T12:00:00Z;1980-04-19T12:00:00Z
24916; Witness hears big exhale and finds clear footprint the next day on property near Bluffton2007-05-30T12:00:00Z;2007-05-30T12:00:00Z
24928; Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge in Rockaway2009-10-30T12:00:00Z;2009-10-30T12:00:00Z
24929; Husband and wife have a possible encounter in a KOA campground north of Crescent City2009-01-28T12:00:00Z;2009-01-28T12:00:00Z
24936; Sighting off Indian Road behind isolated (at the time) Desert Hot Springs Condo complex2008-12-01T12:00:00Z;2008-12-01T12:00:00Z
24938; Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT2008-10-27T12:00:00Z;2008-10-27T12:00:00Z
24948; Campers experience possible harassment all night in the Red River Gorge2008-10-22T12:00:00Z;2008-10-22T12:00:00Z
24952; Bird watcher experiences unusual activity while hiking in the Oxbow Lake Nature Preserve2008-05-01T12:00:00Z;2008-05-01T12:00:00Z
24956; Campers awakened by unidentified screams near Lumby2008-08-12T12:00:00Z;2008-08-12T12:00:00Z
24967;" Off-duty law enforcement officers describe vocalizations wood knocks and rock throwning outside the town of Heavener""";2007-01-17T12:00:00Z
24970; Man recalls daytime sighting 30 years ago as a seismic hole driller in the Angelina National Forest1979-08-15T12:00:00Z;1979-08-15T12:00:00Z
24997; Hiker has nighttime sighting near Carlyle2007-10-27T12:00:00Z;2007-10-27T12:00:00Z
25009;" Youngsters encounter large grey creature in a sugar beet field""";1962-08-14T12:00:00Z
25012;" Woman recalls an encounter as a child in an alley in the town of Valentine""";1957-09-18T12:00:00Z
25026; Possible late night sighting across the road from a house near Kirbyville2009-03-09T12:00:00Z;2009-03-09T12:00:00Z
25031; Bird hunter surprises a resting sasquatch near Curtisville2008-11-18T12:00:00Z;2008-11-18T12:00:00Z
25035; Witness describes possible call-and-answer vocalizations near Cleveland (Tennessee)2007-04-28T12:00:00Z;2007-04-28T12:00:00Z
25037; Kayaker experiences frightening incidents while traveling down Yellow River2008-11-11T12:00:00Z;2008-11-11T12:00:00Z
25043; Campers see animal observing campsite in Cohutta Wilderness2001-10-15T12:00:00Z;2001-10-15T12:00:00Z
25056; Fish & Game employee recalls following possible tracks while hiking near Little Payette Lake1979-10-20T12:00:00Z;1979-10-20T12:00:00Z
25062; Cave explorers recall bizarre experiences while camping in the Seneca Creek Backcountry1994-11-05T12:00:00Z;1994-11-05T12:00:00Z
25071;" Daylight sighting by a roofing contractor near the Mississippi River south of Dubuque""";2007-11-07T12:00:00Z
25082;" Retired police officer recalls he and a friend being intimidated from continuing their hike near Bonita""";1968-08-15T12:00:00Z
25084; Deer hunter observes tall bi-pedal creature running on the other side of a dry riverbed outside Wellman2006-11-15T12:00:00Z;2006-11-15T12:00:00Z
25085; Woman witnesses eyes peering into her living room near the rural town of Montrose2008-12-19T12:00:00Z;2008-12-19T12:00:00Z
25111; Ohio howl type vocalizations for several hours in early morning near Lacey's Spring2008-11-28T12:00:00Z;2008-11-28T12:00:00Z
25137; Memory told of a possible late night sighting while driving near Hurlock1999-04-15T12:00:00Z;1999-04-15T12:00:00Z
25140; Possible nighttime sighting of a sasquatch crossing a road in Nanaimo2008-11-19T12:00:00Z;2008-11-19T12:00:00Z
25154; Two elk hunters & tall bipedal creature startle each other at Chalk Creek east of Coalville2004-10-15T12:00:00Z;2004-10-15T12:00:00Z
25156; Very close daylight sighting by a woodcutter driving down a logging road east of Nordman1980-10-28T12:00:00Z;1980-10-28T12:00:00Z
25189; Husband and wife recall daytime sighting while their boys swam in Tipsaw Lake near Leopold1981-06-15T12:00:00Z;1981-06-15T12:00:00Z
25194; Father and son hear a wood knock and find large human-like barefoot tracks while hunting near Trout Lake2008-11-26T12:00:00Z;2008-11-26T12:00:00Z
25229; Possible vocalizations heard 10 miles SE of Arden2008-12-26T12:00:00Z;2008-12-26T12:00:00Z
25233; Bowhunter recalls hearing possible intimidation at night while returning to camp in Farmington Canyon1977-08-22T12:00:00Z;1977-08-22T12:00:00Z
25237; Father and son hear possible vocalizations and knocks on their property west of Indianapolis2008-12-01T12:00:00Z;2008-12-01T12:00:00Z
25238; Woman recalls encountering a creature while driving through Talladega National Forest1999-11-23T12:00:00Z;1999-11-23T12:00:00Z
25241; Nighttime sighting by a motorist on a road south of Crawford1996-07-05T12:00:00Z;1996-07-05T12:00:00Z
25242; Man recalls being chased by a sasquatch while riding his bike near Waco1983-09-15T12:00:00Z;1983-09-15T12:00:00Z
25257; ATV riders find possible tracks outside Evarts2008-10-15T12:00:00Z;2008-10-15T12:00:00Z
25260; Nighttime sighting (in headlights) by law enforcement officer on patrol near Cloverdale2007-09-08T12:00:00Z;2007-09-08T12:00:00Z
25265; Man watches a bigfoot in his headlights near Flaming Gorge2008-12-07T12:00:00Z;2008-12-07T12:00:00Z
25266; Two men recall a nighttime face to face encounter on lonely Hwy. 3952009-01-12T12:00:00Z;2009-01-12T12:00:00Z
25267; Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob1980-12-24T12:00:00Z;1980-12-24T12:00:00Z
25273;" Possible sighting wood knocks and vocalizations west of Girard""";2008-11-08T12:00:00Z
25298; Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake2009-07-16T12:00:00Z;2009-07-16T12:00:00Z
25301; Hunter has close sighting of a primate-like creature in the Canaan Valley National Wildlife Refuge2008-12-28T12:00:00Z;2008-12-28T12:00:00Z
25323; A family is chased by a sasquatch near Wadena.1992-08-15T12:00:00Z;1992-08-15T12:00:00Z
25336; Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji2010-12-04T12:00:00Z;2010-12-04T12:00:00Z
25364; Federal law enforcement agent describes possible snow tracks on private land adjacent to Pakamansett River @ 10 miles from Hockomock Swamp (w/ Photos)2009-05-17T12:00:00Z;2009-05-17T12:00:00Z
25368; Motorists describe boat on trailer being shaken violently at night near Lake Cowichan2009-02-08T12:00:00Z;2009-02-08T12:00:00Z
25378; Man remembers backyard baseball game interrupted by possible screams near Morley1985-08-07T12:00:00Z;1985-08-07T12:00:00Z
25381; Large bipedal figure seen leaping across a road near Land O' Lakes2004-09-15T12:00:00Z;2004-09-15T12:00:00Z
25415; Possible nighttime visit while camping in the Black Hills of South Dakota2008-06-22T12:00:00Z;2008-06-22T12:00:00Z
25432; Man relates a series of encounters with a white bigfoot near Obion1978-06-17T12:00:00Z;1978-06-17T12:00:00Z
25440; Man recalls multiple witness encounter near Hendersonville1966-04-15T12:00:00Z;1966-04-15T12:00:00Z
25442; Hunter describes powerful wood knocks at a cabin in remote wilderness south of the town of Chicken2008-08-20T12:00:00Z;2008-08-20T12:00:00Z
25444; High school teacher recalls a nighttime sighting while camping in the Los Padres National Forest1982-04-15T12:00:00Z;1982-04-15T12:00:00Z
25445; Possible knocking heard by husband and wife while camping on their gold claim in Fiddler Gulch2009-02-18T12:00:00Z;2009-02-18T12:00:00Z
25454; Man remembers observing creature taking food while camping near Manchester1984-08-01T12:00:00Z;1984-08-01T12:00:00Z
