cityName;stateID;stateName;country
Hatton;ND;North Dakota;USA
Hopeland;PA;Pennsylvania;USA
Hamersville;OH;Ohio;USA
Peeples Valley;AZ;Arizona;USA
Suttons Bay;MI;Michigan;USA
Lynnview;KY;Kentucky;USA
Charleston;TN;Tennessee;USA
Lincolnville;SC;South Carolina;USA
Junction City;AR;Arkansas;USA
Dahlgren;IL;Illinois;USA
Hewlett Neck;NY;New York;USA
Westmoreland;KS;Kansas;USA
Manderson-White Horse Creek;SD;South Dakota;USA
Freedom Plains;NY;New York;USA
Chattaroy;WV;West Virginia;USA
Loretto;KY;Kentucky;USA
Shoshoni;WY;Wyoming;USA
Knightsville;IN;Indiana;USA
Wibaux;MT;Montana;USA
Harrah;WA;Washington;USA
West City;IL;Illinois;USA
Monroe;IN;Indiana;USA
Quogue;NY;New York;USA
Graceville;MN;Minnesota;USA
Fairland;IN;Indiana;USA
Friendship;WI;Wisconsin;USA
Gwynn;VA;Virginia;USA
Lake Timberline;MO;Missouri;USA
Viburnum;MO;Missouri;USA
Morris;IN;Indiana;USA
Pajonal;PR;Puerto Rico;USA
Tangipahoa;LA;Louisiana;USA
Heuvelton;NY;New York;USA
Murdo;SD;South Dakota;USA
Pretty Prairie;KS;Kansas;USA
Ventura;IA;Iowa;USA
McDonald;TN;Tennessee;USA
Britton;MI;Michigan;USA
Glenwood;NE;Nebraska;USA
Redbird Smith;OK;Oklahoma;USA
Schram City;IL;Illinois;USA
St. Libory;IL;Illinois;USA
Zephyr Cove;NV;Nevada;USA
Moca;PR;Puerto Rico;USA
Blandinsville;IL;Illinois;USA
St. Florian;AL;Alabama;USA
Orderville;UT;Utah;USA
Fremont;WI;Wisconsin;USA
Hickory;PA;Pennsylvania;USA
Trenton;TX;Texas;USA
Randall;MN;Minnesota;USA
Paris;PA;Pennsylvania;USA
Jefferson;WV;West Virginia;USA
Woodlawn;IL;Illinois;USA
Kellogg;IA;Iowa;USA
Sabinal;TX;Texas;USA
Pine Ridge;AL;Alabama;USA
Ferrelview;MO;Missouri;USA
Wanamie;PA;Pennsylvania;USA
Bay View;WA;Washington;USA
Newcastle;TX;Texas;USA
Bergman;AR;Arkansas;USA
Jewett;TX;Texas;USA
Pittsburg;IL;Illinois;USA
Nucla;CO;Colorado;USA
Robin Glen-Indiantown;MI;Michigan;USA
Meadow View Addition;SD;South Dakota;USA
Kevil;KY;Kentucky;USA
Sulphur Rock;AR;Arkansas;USA
Fordland;MO;Missouri;USA
Antonito;CO;Colorado;USA
Gargatha;VA;Virginia;USA
Bevier;MO;Missouri;USA
Pennsbury Village;PA;Pennsylvania;USA
Saxtons River;VT;Vermont;USA
Grayson;LA;Louisiana;USA
Notus;ID;Idaho;USA
Cove City;NC;North Carolina;USA
Lake Seneca;OH;Ohio;USA
Peninsula;OH;Ohio;USA
Cadwell;GA;Georgia;USA
Alex;OK;Oklahoma;USA
Milton;KY;Kentucky;USA
Duncan;NE;Nebraska;USA
Unity;SC;South Carolina;USA
Burlington;IN;Indiana;USA
Takilma;OR;Oregon;USA
Alden;MN;Minnesota;USA
Stetsonville;WI;Wisconsin;USA
Hatley;MS;Mississippi;USA
Sharon Springs;NY;New York;USA
Winchester;WI;Wisconsin;USA
Holly Grove;AR;Arkansas;USA
Stantonsburg;NC;North Carolina;USA
Addison;MI;Michigan;USA
Sprague;WA;Washington;USA
Fairmount;IL;Illinois;USA
Cosby;TN;Tennessee;USA
Attica;KS;Kansas;USA
Jefferson;SD;South Dakota;USA
Batavia;IA;Iowa;USA
Watson;IL;Illinois;USA
Fox Chase;KY;Kentucky;USA
Verona;OH;Ohio;USA
Canada de los Alamos;NM;New Mexico;USA
Dauberville;PA;Pennsylvania;USA
Deerwood;MN;Minnesota;USA
Catawba;NC;North Carolina;USA
Lott;TX;Texas;USA
Arizona Village;AZ;Arizona;USA
Tovey;IL;Illinois;USA
Hill City;SD;South Dakota;USA
Mosier;OR;Oregon;USA
Woodland;NC;North Carolina;USA
New Jerusalem;PA;Pennsylvania;USA
Greensburg;KS;Kansas;USA
Pryor;MT;Montana;USA
Elsah;IL;Illinois;USA
Little Hocking;OH;Ohio;USA
Yankeetown;FL;Florida;USA
Gun Club Estates;FL;Florida;USA
Hayesville;NC;North Carolina;USA
Elliott;MS;Mississippi;USA
Brooklyn;IL;Illinois;USA
Naselle;WA;Washington;USA
Manokotak;AK;Alaska;USA
Hardin;KY;Kentucky;USA
Fields Landing;CA;California;USA
Port Trevorton;PA;Pennsylvania;USA
South Hills;MT;Montana;USA
Earlville;NY;New York;USA
Happy Valley;NM;New Mexico;USA
Waynesfield;OH;Ohio;USA
Myrtle Springs;TX;Texas;USA
Napi Headquarters;NM;New Mexico;USA
Franklin;IL;Illinois;USA
Rawson;OH;Ohio;USA
Wiscon;FL;Florida;USA
Detroit;TX;Texas;USA
Tivoli;TX;Texas;USA
Pennington;AL;Alabama;USA
Woodruff;WI;Wisconsin;USA
Mount Victory;OH;Ohio;USA
Neapolis;OH;Ohio;USA
Dry Tavern;PA;Pennsylvania;USA
Avon;IL;Illinois;USA
Cuyahoga Heights;OH;Ohio;USA
Timber Lake;SD;South Dakota;USA
Galena;AK;Alaska;USA
Shippenville;PA;Pennsylvania;USA
Hailesboro;NY;New York;USA
Beech Bottom;WV;West Virginia;USA
Camden;IN;Indiana;USA
Camptown;VA;Virginia;USA
South Mills;NC;North Carolina;USA
Hessmer;LA;Louisiana;USA
Reedsville;PA;Pennsylvania;USA
St. Francis;SD;South Dakota;USA
Ridgeway;WI;Wisconsin;USA
Lowry City;MO;Missouri;USA
Sunset;TX;Texas;USA
Chief Lake;WI;Wisconsin;USA
Ider;AL;Alabama;USA
Carnuel;NM;New Mexico;USA
Bloomdale;OH;Ohio;USA
Thompsontown;PA;Pennsylvania;USA
Jamesport;MO;Missouri;USA
Altheimer;AR;Arkansas;USA
Brevig Mission;AK;Alaska;USA
Sandyfield;NC;North Carolina;USA
Happy;TX;Texas;USA
Taconite;MN;Minnesota;USA
Ideal;GA;Georgia;USA
Metamora;OH;Ohio;USA
South Wilmington;IL;Illinois;USA
Fonda;IA;Iowa;USA
Thomas;WV;West Virginia;USA
Gratz;PA;Pennsylvania;USA
O'Donnell;TX;Texas;USA
Center City;MN;Minnesota;USA
Vernon;MI;Michigan;USA
San Ardo;CA;California;USA
Ohio;IL;Illinois;USA
Pleasant Valley;AK;Alaska;USA
La Prairie;MN;Minnesota;USA
Ellsworth;PA;Pennsylvania;USA
Rough and Ready;CA;California;USA
Allenwood;NJ;New Jersey;USA
Millington;MD;Maryland;USA
Allenspark;CO;Colorado;USA
Kuttawa;KY;Kentucky;USA
St. James;LA;Louisiana;USA
Alhambra;IL;Illinois;USA
Thorntonville;TX;Texas;USA
Netarts;OR;Oregon;USA
Middleville;NY;New York;USA
Parkway Village;KY;Kentucky;USA
Barnes Lake;MI;Michigan;USA
Portal;GA;Georgia;USA
Shenandoah Retreat;VA;Virginia;USA
Halstad;MN;Minnesota;USA
Wabasso;MN;Minnesota;USA
Austin;PA;Pennsylvania;USA
Woodland Hills;KY;Kentucky;USA
Bell Buckle;TN;Tennessee;USA
Ruth;NC;North Carolina;USA
Fountain Lake;AR;Arkansas;USA
Cedarville;IL;Illinois;USA
Fairmont;NE;Nebraska;USA
Sandy Level;VA;Virginia;USA
Rio Lucio;NM;New Mexico;USA
Perdido;AL;Alabama;USA
Culbertson;NE;Nebraska;USA
Sycamore Hills;MO;Missouri;USA
Centerville;LA;Louisiana;USA
Fincastle;VA;Virginia;USA
Whigham;GA;Georgia;USA
Kanosh;UT;Utah;USA
New Lothrop;MI;Michigan;USA
La Paloma-Lost Creek;TX;Texas;USA
Port Washington;OH;Ohio;USA
Wainwright;AK;Alaska;USA
Sabattus;ME;Maine;USA
Baneberry;TN;Tennessee;USA
Stoutsville;OH;Ohio;USA
Bryantown;MD;Maryland;USA
Garysburg;NC;North Carolina;USA
East Cathlamet;WA;Washington;USA
Oak Grove;TX;Texas;USA
Scotts Corners;NY;New York;USA
Hemingford;NE;Nebraska;USA
Tyronza;AR;Arkansas;USA
Paa-Ko;NM;New Mexico;USA
Nocona Hills;TX;Texas;USA
Castalian Springs;TN;Tennessee;USA
Flat;TX;Texas;USA
Bancroft;IA;Iowa;USA
Roosevelt Estates;AZ;Arizona;USA
Sabin;MN;Minnesota;USA
Salisbury;PA;Pennsylvania;USA
Cincinnati;AR;Arkansas;USA
Bedford Park;IL;Illinois;USA
Humboldt;SD;South Dakota;USA
Twin Oaks;MO;Missouri;USA
Hutsonville;IL;Illinois;USA
Grindstone;PA;Pennsylvania;USA
Metamora;MI;Michigan;USA
South Weldon;NC;North Carolina;USA
Blucksberg Mountain;SD;South Dakota;USA
Pinas;PR;Puerto Rico;USA
Guy;AR;Arkansas;USA
O'Brien;OR;Oregon;USA
Bluetown;TX;Texas;USA
Everly;IA;Iowa;USA
Jasper;AR;Arkansas;USA
East Galesburg;IL;Illinois;USA
Onaga;KS;Kansas;USA
Fort Jones;CA;California;USA
Surfside Beach;TX;Texas;USA
Bayfield;WI;Wisconsin;USA
Kelso;MO;Missouri;USA
Saluda;NC;North Carolina;USA
Kiester;MN;Minnesota;USA
Hatfield;IN;Indiana;USA
Marion;UT;Utah;USA
Roscoe;PA;Pennsylvania;USA
Gaston;OR;Oregon;USA
Marco Shores-Hammock Bay;FL;Florida;USA
Marshall;NC;North Carolina;USA
Westminster;OH;Ohio;USA
Stewartsville;NJ;New Jersey;USA
Milner;GA;Georgia;USA
Welch;OK;Oklahoma;USA
Mott;ND;North Dakota;USA
Bluffview;WI;Wisconsin;USA
Scurry;TX;Texas;USA
Jane Lew;WV;West Virginia;USA
Myton;UT;Utah;USA
Eastover;SC;South Carolina;USA
Stannards;NY;New York;USA
Paul Smiths;NY;New York;USA
Stockport;OH;Ohio;USA
Silver Springs;NY;New York;USA
Coolville;OH;Ohio;USA
Island;KY;Kentucky;USA
Wickett;TX;Texas;USA
Maricopa Colony;AZ;Arizona;USA
Loyall;KY;Kentucky;USA
Reynolds;IN;Indiana;USA
Remington;OH;Ohio;USA
San Jose;IL;Illinois;USA
Enola;AR;Arkansas;USA
Adrian;GA;Georgia;USA
San Jose;AZ;Arizona;USA
Ashley;ND;North Dakota;USA
Courtdale;PA;Pennsylvania;USA
Marble;MN;Minnesota;USA
Rocky Ripple;IN;Indiana;USA
Reedsville;WV;West Virginia;USA
Fairfield;WA;Washington;USA
Ripley;CA;California;USA
Mineral;VA;Virginia;USA
Garwin;IA;Iowa;USA
McLaughlin;SD;South Dakota;USA
Ty Ty;GA;Georgia;USA
Silverton;CO;Colorado;USA
Moulton;IA;Iowa;USA
Port Leyden;NY;New York;USA
West Point;AL;Alabama;USA
South Boardman;MI;Michigan;USA
Titusville;NY;New York;USA
Anguilla;MS;Mississippi;USA
Hot Springs;MT;Montana;USA
Keyesport;IL;Illinois;USA
Sun River Terrace;IL;Illinois;USA
Point Place;LA;Louisiana;USA
Payne Springs;TX;Texas;USA
St. John;WA;Washington;USA
Marion;LA;Louisiana;USA
Louisville;AL;Alabama;USA
Hustonville;KY;Kentucky;USA
Golden City;MO;Missouri;USA
Ferndale;FL;Florida;USA
Holland;IN;Indiana;USA
Cold Springs;CA;California;USA
Ochelata;OK;Oklahoma;USA
Mocanaqua;PA;Pennsylvania;USA
Littlefork;MN;Minnesota;USA
Reardan;WA;Washington;USA
Hermansville;MI;Michigan;USA
Caspian;MI;Michigan;USA
Millville;OH;Ohio;USA
Minong;WI;Wisconsin;USA
Markleville;IN;Indiana;USA
North Fairfield;OH;Ohio;USA
Upper Witter Gulch;CO;Colorado;USA
Chain-O-Lakes;IN;Indiana;USA
K-Bar Ranch;TX;Texas;USA
Elgin;NE;Nebraska;USA
Philadelphia;IN;Indiana;USA
Hodge;LA;Louisiana;USA
White Cliffs;NM;New Mexico;USA
Lemon Grove;FL;Florida;USA
Valley Acres;CA;California;USA
Trimble;TN;Tennessee;USA
Benham;KY;Kentucky;USA
Darby;MT;Montana;USA
Coffeen;IL;Illinois;USA
Argyle;MN;Minnesota;USA
Martin;LA;Louisiana;USA
Yukon;PA;Pennsylvania;USA
Quilcene;WA;Washington;USA
Kiowa;CO;Colorado;USA
Cookstown;NJ;New Jersey;USA
Pine Valley;NY;New York;USA
Verdigre;NE;Nebraska;USA
Kenwood;CA;California;USA
Gilmore City;IA;Iowa;USA
Clarks;LA;Louisiana;USA
Ellendale;DE;Delaware;USA
Effingham;KS;Kansas;USA
Pineview;GA;Georgia;USA
Mohall;ND;North Dakota;USA
Minnesota Lake;MN;Minnesota;USA
Glenwood;UT;Utah;USA
Victor;CA;California;USA
Ivanhoe;VA;Virginia;USA
Pleasant City;OH;Ohio;USA
Volcano;HI;Hawaii;USA
Moreland;GA;Georgia;USA
Lake Buckhorn;OH;Ohio;USA
Fontanelle;IA;Iowa;USA
Kooskia;ID;Idaho;USA
Milano;TX;Texas;USA
Minto;ND;North Dakota;USA
Hollis Crossroads;AL;Alabama;USA
Ramblewood;PA;Pennsylvania;USA
Talco;TX;Texas;USA
Grand Junction;IA;Iowa;USA
Hopkins Park;IL;Illinois;USA
Zavalla;TX;Texas;USA
Plankinton;SD;South Dakota;USA
Portland;PA;Pennsylvania;USA
Spring Valley;OH;Ohio;USA
Vayas;PR;Puerto Rico;USA
Arivaca Junction;AZ;Arizona;USA
Gasburg;VA;Virginia;USA
Foxworth;MS;Mississippi;USA
South Dayton;NY;New York;USA
Barton;MD;Maryland;USA
Rosedale;IN;Indiana;USA
Chalfant;CA;California;USA
Neosho;WI;Wisconsin;USA
Indio Hills;CA;California;USA
Strattanville;PA;Pennsylvania;USA
Waldron;MI;Michigan;USA
Pardeesville;PA;Pennsylvania;USA
Vanleer;TN;Tennessee;USA
Downs;KS;Kansas;USA
St. Leonard;MD;Maryland;USA
North Granville;NY;New York;USA
Chandlerville;IL;Illinois;USA
Antioch;GA;Georgia;USA
Trimble;MO;Missouri;USA
Eau Claire;MI;Michigan;USA
Wausa;NE;Nebraska;USA
Waterproof;LA;Louisiana;USA
Mallow;VA;Virginia;USA
Taycheedah;WI;Wisconsin;USA
Washington Grove;MD;Maryland;USA
St. Paul;KS;Kansas;USA
Mountain View;OK;Oklahoma;USA
Byron;MI;Michigan;USA
Seaboard;NC;North Carolina;USA
San Luis;CO;Colorado;USA
Aguanga;CA;California;USA
Hilltop;WV;West Virginia;USA
Pettus;TX;Texas;USA
New Stuyahok;AK;Alaska;USA
Chickasaw Point;SC;South Carolina;USA
Willsboro Point;NY;New York;USA
Chaplin;KY;Kentucky;USA
Star Prairie;WI;Wisconsin;USA
Hendricks;MN;Minnesota;USA
Melba;ID;Idaho;USA
Vicksburg;AZ;Arizona;USA
Niland;CA;California;USA
Modoc;SC;South Carolina;USA
Bassett;NE;Nebraska;USA
Lake Winola;PA;Pennsylvania;USA
Palmyra;UT;Utah;USA
Ranier;MN;Minnesota;USA
Westley;CA;California;USA
Leonardville;KS;Kansas;USA
Lake Park;MN;Minnesota;USA
Colbert;GA;Georgia;USA
Rollingstone;MN;Minnesota;USA
Corn;OK;Oklahoma;USA
Barnhill;OH;Ohio;USA
St. Bernice;IN;Indiana;USA
Como;IL;Illinois;USA
Syracuse;OH;Ohio;USA
Mettawa;IL;Illinois;USA
Kingfield;ME;Maine;USA
Cherry Valley;AR;Arkansas;USA
Coyle;OK;Oklahoma;USA
Heron Lake;MN;Minnesota;USA
Upton;KY;Kentucky;USA
Francisco;IN;Indiana;USA
Onalaska;WA;Washington;USA
Sky Valley;GA;Georgia;USA
Hayesville;OH;Ohio;USA
Tallula;IL;Illinois;USA
Sankertown;PA;Pennsylvania;USA
Rosalia;WA;Washington;USA
Rancho Mesa Verde;AZ;Arizona;USA
Lawndale;NC;North Carolina;USA
Quebrada Prieta;PR;Puerto Rico;USA
Reno Beach;OH;Ohio;USA
Grover;NC;North Carolina;USA
Rocky Mountain;OK;Oklahoma;USA
Shoal Creek Drive;MO;Missouri;USA
Shickshinny;PA;Pennsylvania;USA
Collins;GA;Georgia;USA
Bethlehem;GA;Georgia;USA
Casco;WI;Wisconsin;USA
Garden City;AL;Alabama;USA
Parker's Crossroads;TN;Tennessee;USA
Millheim;PA;Pennsylvania;USA
Juniata Gap;PA;Pennsylvania;USA
Masthope;PA;Pennsylvania;USA
Sacred Heart;MN;Minnesota;USA
Chesnee;SC;South Carolina;USA
Dakota;IL;Illinois;USA
Hartman;AR;Arkansas;USA
Clara;MS;Mississippi;USA
Mesquite;NM;New Mexico;USA
Mountain Lakes;NH;New Hampshire;USA
Orason;TX;Texas;USA
Danville;MD;Maryland;USA
Supreme;LA;Louisiana;USA
Butterfield Park;NM;New Mexico;USA
Reynolds;IL;Illinois;USA
Confluence;PA;Pennsylvania;USA
St. Edward;NE;Nebraska;USA
Rainbow City;AZ;Arizona;USA
Mooringsport;LA;Louisiana;USA
Green City;MO;Missouri;USA
Umapine;OR;Oregon;USA
Melrose;WI;Wisconsin;USA
Lucerne;WY;Wyoming;USA
Beatty;NV;Nevada;USA
Lewis;IN;Indiana;USA
Accoville;WV;West Virginia;USA
Unionville;MI;Michigan;USA
Seabrook;MA;Massachusetts;USA
Corder;MO;Missouri;USA
Loa;UT;Utah;USA
Gouglersville;PA;Pennsylvania;USA
Big Thicket Lake Estates;TX;Texas;USA
Arcadia;MO;Missouri;USA
Ivanhoe;MN;Minnesota;USA
Mount Vernon;OR;Oregon;USA
Sinclairville;NY;New York;USA
Wade;NC;North Carolina;USA
Finley;TN;Tennessee;USA
Elfin Forest;CA;California;USA
Polkville;MS;Mississippi;USA
Agra;OK;Oklahoma;USA
San Miguel;NM;New Mexico;USA
Hackneyville;AL;Alabama;USA
Washburn;MO;Missouri;USA
Merrimac;WI;Wisconsin;USA
Cumming;IA;Iowa;USA
Pleasant Hill;LA;Louisiana;USA
Canton;KS;Kansas;USA
Lee Vining;CA;California;USA
Tamaroa;IL;Illinois;USA
Ellendale;MN;Minnesota;USA
El Rancho Vela;TX;Texas;USA
Christiansburg;OH;Ohio;USA
Washburn;IA;Iowa;USA
Gresham;WI;Wisconsin;USA
Cedar Vale;KS;Kansas;USA
Albion;IA;Iowa;USA
Plum City;WI;Wisconsin;USA
Big Sandy;TN;Tennessee;USA
Nisqually Indian Community;WA;Washington;USA
Grand Ridge;IL;Illinois;USA
Union Valley;TX;Texas;USA
Lily Lake;WI;Wisconsin;USA
Lanesboro;PA;Pennsylvania;USA
Trout Valley;IL;Illinois;USA
Kanopolis;KS;Kansas;USA
Bainbridge;IN;Indiana;USA
Kress;TX;Texas;USA
Alapaha;GA;Georgia;USA
Clearview;WV;West Virginia;USA
Moravia;IA;Iowa;USA
Haysi;VA;Virginia;USA
Stockton Bend;TX;Texas;USA
Bristol;TX;Texas;USA
Everton;IN;Indiana;USA
Shoreham;NY;New York;USA
Bismarck;IL;Illinois;USA
Groveland;CA;California;USA
Poplar;WI;Wisconsin;USA
Rodriguez Hevia;PR;Puerto Rico;USA
Hampton;MN;Minnesota;USA
Muir;MI;Michigan;USA
Elma;IA;Iowa;USA
Bay Port;MI;Michigan;USA
East Freedom;PA;Pennsylvania;USA
Lake of the Woods;IN;Indiana;USA
Minford;OH;Ohio;USA
Jasper;MN;Minnesota;USA
Round Rock;AZ;Arizona;USA
La Liga;PR;Puerto Rico;USA
Wampsville;NY;New York;USA
Mead;NE;Nebraska;USA
Hooven;OH;Ohio;USA
San Ygnacio;TX;Texas;USA
Au Sable Forks;NY;New York;USA
Cerrillos Hoyos;PR;Puerto Rico;USA
Wilkerson;CA;California;USA
Kwigillingok;AK;Alaska;USA
Cowen;WV;West Virginia;USA
Laura;OH;Ohio;USA
Crawfordville;GA;Georgia;USA
Pleasant Hill;TN;Tennessee;USA
Canova;NM;New Mexico;USA
Huntington;VT;Vermont;USA
Emmet;AR;Arkansas;USA
Simla;CO;Colorado;USA
Lakeside;OH;Ohio;USA
Olanta;SC;South Carolina;USA
Laurel;IN;Indiana;USA
Fairview Crossroads;SC;South Carolina;USA
Fincastle;KY;Kentucky;USA
North Rose;NY;New York;USA
Cactus Forest;AZ;Arizona;USA
Morven;GA;Georgia;USA
Mackay;ID;Idaho;USA
Forman;ND;North Dakota;USA
Port Deposit;MD;Maryland;USA
Vienna;LA;Louisiana;USA
Allenport;PA;Pennsylvania;USA
Kewanna;IN;Indiana;USA
Montfort;WI;Wisconsin;USA
Santa Maria;TX;Texas;USA
Petersburg;KY;Kentucky;USA
Deer Creek;IL;Illinois;USA
Hartford City;WV;West Virginia;USA
Garfield;WA;Washington;USA
Stanton;TN;Tennessee;USA
Mimbres;NM;New Mexico;USA
Onida;SD;South Dakota;USA
Waynesville;GA;Georgia;USA
Colesburg;IA;Iowa;USA
Brimhall Nizhoni;NM;New Mexico;USA
Laurelville;OH;Ohio;USA
Pangburn;AR;Arkansas;USA
Malverne Park Oaks;NY;New York;USA
Carlock;IL;Illinois;USA
Roxton;TX;Texas;USA
Boothville;LA;Louisiana;USA
Wainscott;NY;New York;USA
New Germany;MN;Minnesota;USA
Inglewood;NE;Nebraska;USA
Hudson;IN;Indiana;USA
Juliaetta;ID;Idaho;USA
Murray Hill;KY;Kentucky;USA
Valley Bend;WV;West Virginia;USA
Centenary;SC;South Carolina;USA
West Decatur;PA;Pennsylvania;USA
Cedar Rapids;NE;Nebraska;USA
Rowlesburg;WV;West Virginia;USA
Shindler;SD;South Dakota;USA
Chillicothe;TX;Texas;USA
Curlew Lake;WA;Washington;USA
North Troy;VT;Vermont;USA
Harmony;NC;North Carolina;USA
South Mansfield;LA;Louisiana;USA
Monterey Park;NM;New Mexico;USA
Galena;MO;Missouri;USA
Gilman;IA;Iowa;USA
Lattimer;PA;Pennsylvania;USA
Winona;TX;Texas;USA
Coleridge;NE;Nebraska;USA
Dayton;PA;Pennsylvania;USA
Moose Creek;AK;Alaska;USA
New Goshen;IN;Indiana;USA
Byromville;GA;Georgia;USA
Warwick;GA;Georgia;USA
Townsend;TN;Tennessee;USA
Merrillan;WI;Wisconsin;USA
Lawrenceville;PA;Pennsylvania;USA
Paxton;FL;Florida;USA
Foyil;OK;Oklahoma;USA
Park Crest;PA;Pennsylvania;USA
Ailey;GA;Georgia;USA
Carlisle Barracks;PA;Pennsylvania;USA
Benton;IN;Indiana;USA
Institute;WV;West Virginia;USA
Custer City;OK;Oklahoma;USA
Lafayette;VA;Virginia;USA
Winside;NE;Nebraska;USA
Woolrich;PA;Pennsylvania;USA
Rowe;NM;New Mexico;USA
Napaskiak;AK;Alaska;USA
Fort Garland;CO;Colorado;USA
Rome;WI;Wisconsin;USA
Enfield;IL;Illinois;USA
Mount Savage;MD;Maryland;USA
Bonneau;SC;South Carolina;USA
Van Buren;OH;Ohio;USA
Porter;OK;Oklahoma;USA
Brazos Country;TX;Texas;USA
Flagler;CO;Colorado;USA
Bolton;NC;North Carolina;USA
Sugar Grove;PA;Pennsylvania;USA
Truro;IA;Iowa;USA
Summertown;TN;Tennessee;USA
Alta;WY;Wyoming;USA
Felton;PA;Pennsylvania;USA
Max Meadows;VA;Virginia;USA
Trinity Village;CA;California;USA
Coalville;IA;Iowa;USA
Natural Steps;AR;Arkansas;USA
Gurley;AL;Alabama;USA
Dillwyn;VA;Virginia;USA
Troy;IN;Indiana;USA
Denver;IN;Indiana;USA
New Boston;IL;Illinois;USA
Whitsett;NC;North Carolina;USA
Doyle;TN;Tennessee;USA
Epes;AL;Alabama;USA
Wakefield;PA;Pennsylvania;USA
Green Spring;KY;Kentucky;USA
Higbee;MO;Missouri;USA
Martensdale;IA;Iowa;USA
Buffalo Gap;TX;Texas;USA
Yarnell;AZ;Arizona;USA
Wright City;OK;Oklahoma;USA
Lake Village;IN;Indiana;USA
Iberia;MO;Missouri;USA
Brooten;MN;Minnesota;USA
Beverly Shores;IN;Indiana;USA
Chireno;TX;Texas;USA
Hookerton;NC;North Carolina;USA
Kent Narrows;MD;Maryland;USA
Picture Rocks;PA;Pennsylvania;USA
Jefferson;PA;Pennsylvania;USA
Middle Amana;IA;Iowa;USA
Olive Branch;IL;Illinois;USA
Alma Center;WI;Wisconsin;USA
Ocheyedan;IA;Iowa;USA
Paxton;NE;Nebraska;USA
Friendship;OH;Ohio;USA
Lakeville;NY;New York;USA
Hamler;OH;Ohio;USA
Cedro;NM;New Mexico;USA
Clark;PA;Pennsylvania;USA
Caroga Lake;NY;New York;USA
Fort White;FL;Florida;USA
Cankton;LA;Louisiana;USA
Valier;MT;Montana;USA
Ansley;NE;Nebraska;USA
Port Gibson;NY;New York;USA
Silverton;ID;Idaho;USA
Argyle;IL;Illinois;USA
Atlanta;MI;Michigan;USA
Carolina Meadows;NC;North Carolina;USA
Doon;IA;Iowa;USA
Ellerslie;MD;Maryland;USA
Henry;TN;Tennessee;USA
Viola;WI;Wisconsin;USA
Grayland;WA;Washington;USA
Epworth;GA;Georgia;USA
Babbie;AL;Alabama;USA
Trenton;ND;North Dakota;USA
Glenview;KY;Kentucky;USA
Bennington;KS;Kansas;USA
Red Oak;OK;Oklahoma;USA
Gettysburg;OH;Ohio;USA
Fair Play;SC;South Carolina;USA
Savageville;VA;Virginia;USA
Jasper;OR;Oregon;USA
Teachey;NC;North Carolina;USA
Sandersville;MS;Mississippi;USA
Big Water;UT;Utah;USA
McCartys Village;NM;New Mexico;USA
New Underwood;SD;South Dakota;USA
South Vienna;OH;Ohio;USA
Brandon;MN;Minnesota;USA
Ridgeville;IN;Indiana;USA
Morningside;NM;New Mexico;USA
Glen Elder;KS;Kansas;USA
Standing Pine;MS;Mississippi;USA
Argusville;ND;North Dakota;USA
Post Oak Bend City;TX;Texas;USA
Fort Green Springs;FL;Florida;USA
Bland;MO;Missouri;USA
Rose City;MI;Michigan;USA
Polvadera;NM;New Mexico;USA
Rhine;GA;Georgia;USA
Richburg;NY;New York;USA
Old Forge;NY;New York;USA
Maple Hill;KS;Kansas;USA
Ethridge;TN;Tennessee;USA
Leary;TX;Texas;USA
Wausaukee;WI;Wisconsin;USA
Juniata Terrace;PA;Pennsylvania;USA
Letha;ID;Idaho;USA
Mountain Mesa;CA;California;USA
Lena;WI;Wisconsin;USA
Morley;MO;Missouri;USA
Irwinton;GA;Georgia;USA
Kipnuk;AK;Alaska;USA
Kaneville;IL;Illinois;USA
Langley;OK;Oklahoma;USA
Ranchos Penitas West;TX;Texas;USA
Scottsville;VA;Virginia;USA
Mineral City;OH;Ohio;USA
Potwin;KS;Kansas;USA
Botsford;CT;Connecticut;USA
Industry;IL;Illinois;USA
Whitesville;KY;Kentucky;USA
Briny Breezes;FL;Florida;USA
Scio;OH;Ohio;USA
Keithsburg;IL;Illinois;USA
Alexis;NC;North Carolina;USA
Lyons Switch;OK;Oklahoma;USA
Grafton;IL;Illinois;USA
Floyd;VA;Virginia;USA
Seneca Gardens;KY;Kentucky;USA
Matthews;MO;Missouri;USA
Cascade;MT;Montana;USA
Cloverdale;MS;Mississippi;USA
Lakehead;CA;California;USA
Morganza;LA;Louisiana;USA
Pearcy;AR;Arkansas;USA
Three Bridges;NJ;New Jersey;USA
Arley;AL;Alabama;USA
Pueblo Nuevo;TX;Texas;USA
Hammondsport;NY;New York;USA
Woodland Mills;TN;Tennessee;USA
Lind;WA;Washington;USA
Daufuskie Island;SC;South Carolina;USA
Potosi;WI;Wisconsin;USA
La Crosse;IN;Indiana;USA
Stanwood;IA;Iowa;USA
Adams;NE;Nebraska;USA
Salado;AR;Arkansas;USA
Woodland;AL;Alabama;USA
Coward;SC;South Carolina;USA
New Market;IN;Indiana;USA
Union;IL;Illinois;USA
Buffalo Lake;MN;Minnesota;USA
New Springfield;OH;Ohio;USA
Herreid;SD;South Dakota;USA
New Auburn;WI;Wisconsin;USA
Briarcliffe Acres;SC;South Carolina;USA
